Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
"Effy Splash Sterling Silver Multi Sapphire Circle Earrings, 3.39 TCW",556.5,795.0,Sterling Silver,Sterling Silver,Round Multi-Sapphire 3.39,Earrings,3.39,Round Multi-Sapphire,3.39,Multi-Sapphire, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Two Tone Gold Diamond Chain Link Hoop Earrings, 0.40 TCW",1502.5,3005.0,14K Gold,Yellow and White,Round Diamond 0.4,Earrings,0.4,Round Diamond,0.4,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Splash Sterling Silver Multi Color Sapphire Drop Earrings, 4.10 TCW",805.0,1150.0,Sterling Silver,Sterling Silver,Round Multi-Color 4.1,Earrings,4.1,Round Multi-Color,4.1,Multi-Color, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Amethyst, Tanzanite and Diamond Earrings, 8.62 TCW",1326.5,1895.0,14K Gold,Rose,"Rectangle Multi-Color 8.55, Round Diamond 0.07",Earrings,8.62,Rectangle Multi-Color,8.55,Multi-Color, ,Rectangle, Round Diamond,0.07,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Splash Silver Multi Sapphire 1"" Hoop Earrings, 4.08 TCW",770.0,1100.0,Sterling Silver,Sterling Silver,"Round Multi-Sapphire 4.08,",Earrings,4.08,Round Multi-Sapphire,4.08,Multi-Sapphire, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Yellow Gold Diamond Stud Earrings, .39 TCW",1175.0,2350.0,14K Gold,Yellow,"Round Diamond 0.39,",Earrings,0.39,Round Diamond,0.39,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver and 18K Gold Green Amethyst Earrings, 3.50 TCW",556.5,795.0,Sterling Silver & 18K Gold,Yellow,Cushion Green Amethyst 3.5,Earrings,3.5,Cushion Green Amethyst,3.5,Amethyst,Green,Cushion,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Earrings, 0.87 TCW",3397.5,6795.0,14K Gold,Yellow and White,Round Diamond 0.87,Earrings,0.87,Round Diamond,0.87,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Two Tone Gold Diamond Chain Link Hoop Earrings, 0.28 TCW",1542.5,3085.0,14K Gold,Yellow and White,Round Diamond 0.28,Earrings,0.28,Round Diamond,0.28,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Earrings, 3.12 TCW",1995.0,2850.0,14K Gold,Rose,"Emerald Morganite 2.8, Round Diamond 0.32",Earrings,3.12,Emerald Morganite,2.8,Morganite, ,Emerald, Round Diamond,0.32,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Tanzanite and Diamond Earrings, 2.38 TCW",2375.0,4750.0,14K Gold,White,"Cushion Tanzanite 1.9, Round Diamond 0.48",Earrings,2.38,Cushion Tanzanite,1.9,Tanzanite, ,Cushion, Round Diamond,0.48,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Diamond Pave Stud Earrings, 0.10 TCW",136.5,195.0,Sterling Silver,Sterling Silver,Round Diamond 0.1,Earrings,0.1,Round Diamond,0.1,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Green Amethyst and Diamond Earrings, 8.34 TCW",1116.5,1595.0,14K Gold,Yellow,"Rectangle Green Amethyst 8.3, Round Diamond 0.04",Earrings,8.34,Rectangle Green Amethyst,8.3,Amethyst,Green,Rectangle, Round Diamond,0.04,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Lagoon Sterling Silver Blue Topaz Earrings, 4.50 TCW",420.0,600.0,Sterling Silver,Sterling Silver,"Oval Blue Topaz 4.7,",Earrings,4.5,Oval Blue Topaz,4.7,Topaz,Blue,Oval,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Mosaic 14K Yellow Gold Multi Gemstone Hoop Earrings, 4.05 TCW",945.0,1350.0,14K Gold,Yellow,Oval Multi-Color 4.05,Earrings,4.05,Oval Multi-Color,4.05,Multi-Color, ,Oval,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Lagoon Amethyst Earrings, 3.04 TCW",292.5,585.0,Sterling Silver,Sterling Silver,"Oval Amethyst 3.04,",Earrings,3.04,Oval Amethyst,3.04,Amethyst, ,Oval,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K Yellow Gold Diamond Star Stud Earrings, 0.14 TCW",735.0,1050.0,14K Gold,Yellow,Round Diamond 0.14,Earrings,0.14,Round Diamond,0.14,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Gold Multi Gemstone Earrings, 4.70 TCW",906.5,1295.0,Sterling Silver & 18K Gold,Yellow,Multi-Shape Multi-Color 4.7,Earrings,4.7,Multi-Shape Multi-Color,4.7,Multi-Color, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Earrings, 2.06 TCW",2250.0,4500.0,14K Gold,White,"Cushion Tanzanite 1.62, Round Diamond 0.44",Earrings,2.06,Cushion Tanzanite,1.62,Tanzanite, ,Cushion, Round Diamond,0.44,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Espresso, Black and White Diamond Earrings, 0.94 TCW",2555.0,3650.0,14K Gold,Yellow,Round Diamond 0.94,Earrings,0.94,Round Diamond,0.94,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Gold Cultured Fresh Water Pearl & Diamond Earrings, 0.20 TCW",1295.0,1850.0,14K Gold,Yellow,"Round Pearl, Round Diamond 0.2",Earrings,0.2,Round Pearl,0.0,Pearl, ,Round, Round Diamond,0.2,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Tahitian Pearl Earrings,206.5,295.0,14K Gold,Yellow,Round Pearl,Earrings,0.0,Round Pearl,0.0,Pearl, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K Rose Gold Cultured Fresh Water Pearl Drop Earrings,206.5,295.0,14K Gold,Rose,Round Pearl,Earrings,0.0,Round Pearl,0.0,Pearl, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Cultured Fresh Water Pearl & Diamond Earrings, 0.11 TCW",597.5,1195.0,14K Gold,White,"Round Pearl, Round Diamond 0.11",Earrings,0.11,Round Pearl,0.0,Pearl, ,Round, Round Diamond,0.11,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Turquoise Hoop Earrings, 3.95 TCW",1606.5,2295.0,14K Gold,Yellow,"Oval Turquoise 3.95, Round Diamond 0.05",Earrings,3.95,Oval Turquoise,3.95,Turquoise, ,Oval, Round Diamond,0.05,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Turquoise and Diamond Flower Earrings, 4.83 TCW",1816.5,2595.0,14K Gold,Yellow,"Oval Turquoise 4.7, Round Diamond 0.13",Earrings,4.83,Oval Turquoise,4.7,Turquoise, ,Oval, Round Diamond,0.13,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Gold Blue Sapphire Hoop Earrings, 1.00 TCW",1046.5,1495.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Blue Sapphire 1,Earrings,1.0,Round Blue Sapphire,1.0,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue Diamond Stud Earrings, 0.53 TCW",1147.5,2295.0,14K Gold,White,"Round Blue Diamond 0.49, Round Diamond 0.04,",Earrings,0.53,Round Blue Diamond,0.49,Diamond,Blue,Round, Round Diamond,0.04,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 1.40 TCW",2347.5,4695.0,14K Gold,White,"Round Diamond 1.4, Round Black Diamond ",Earrings,1.4,Round Diamond,1.4,Diamond, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
"Effy 18K White Gold Diamond Solitaire Stud Earrings, 0.74 TCW",1750.0,3500.0,18K Gold,White,"Round Diamond 0.74,",Earrings,0.74,Round Diamond,0.74,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Topaz and Diamond Earrings, 18.21 TCW",1747.5,3495.0,14K Gold,White,"Pear Blue Topaz 18.05, Round Diamond 0.16",Earrings,18.21,Pear Blue Topaz,18.05,Topaz,Blue,Pear, Round Diamond,0.16,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Pink Sapphire Huggie Hoops Earrings, 0.86 TCW",1046.5,1495.0,14K Gold,Yellow,"Round Pink Sapphire 0.86,",Earrings,0.86,Round Pink Sapphire,0.86,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Citrine Earrings, 4.80 TCW",282.5,565.0,Sterling Silver,Sterling Silver,Cushion Citrine 4.8,Earrings,4.8,Cushion Citrine,4.8,Citrine, ,Cushion,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K White Gold Cultured Fresh Water Pearl Drop Earrings,206.5,295.0,14K Gold,White,Round Pearl,Earrings,0.0,Round Pearl,0.0,Pearl, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Hoop Earrings, 0.39 TCW",2240.0,3200.0,14K Gold,Yellow,"Round Diamond 0.39,",Earrings,0.39,Round Diamond,0.39,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Seaside S. Silver Mix Gemstone & Diamond Starfish Earrings, 5.29 TCW",625.0,1250.0,Sterling Silver & 18K Gold,Yellow,"Multi-Shape Multi-Color 5.2, Round Diamond 0.09",Earrings,5.29,Multi-Shape Multi-Color,5.2,Multi-Color, ,Multi-Shape, Round Diamond,0.09,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Mosaic Multi Gemstone Earrings, 1.62 TCW",432.5,865.0,Sterling Silver & 18K Gold,Yellow,"Multi-Shape Multi-Color 1.62,3/4"" Diameter, 3/8"" Wide",Earrings,1.62,Multi-Shape Multi-Color,1.62,Multi-Color, ,Multi-Shape,3,4.0,3, , , 3,8.0,3, , ,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Pink Quartz and Diamond Earrings, 24.36 TCW",2097.5,4195.0,14K Gold,Rose,"Multi-Shape Pink Quartz 23.8, Round Diamond 0.56",Earrings,24.36,Multi-Shape Pink Quartz,23.8,Quartz,Pink,Multi-Shape, Round Diamond,0.56,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Smokey Quartz and Diamond Earrings, 4.23 TCW",537.5,1075.0,14K Gold,White,"Oval Smokey Quartz 4.15, Round Diamond 0.08",Earrings,4.23,Oval Smokey Quartz,4.15,Quartz,Smokey,Oval, Round Diamond,0.08,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Stud Earrings, 0.63 TCW",1300.0,2600.0,14K Gold,Yellow,Round Diamond 0.63,Earrings,0.63,Round Diamond,0.63,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Gold Diamond Earrings, 0.21 TCW",600.0,1200.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Diamond 0.21,Earrings,0.21,Round Diamond,0.21,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Geometric Earrings, 16.25 TCW",1425.0,2850.0,14K Gold,Yellow,"Fantasy Onyx 15.85, Round Diamond 0.4",Earrings,16.25,Fantasy Onyx,15.85,Onyx, ,Fantasy, Round Diamond,0.4,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Diamond Huggie Hoop Earrings,0.53 TCW",1497.5,2995.0,14K Gold,White,Round Diamond 0.53,Earrings,0.53,Round Diamond,0.53,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K Two-Tone Gold  Yellow and White Diamond Earrings, 1.08 TCW",2695.0,3850.0,14K Gold,Yellow and White,"Round Yellow Diamond, Round Diamond ,",Earrings,1.08,Round Yellow Diamond,0.0,Diamond,Yellow,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Yellow Gold Ruby Stud Earrings, 1.14 TCW",875.0,1250.0,14K Gold,Yellow,Round Ruby 1.14,Earrings,1.14,Round Ruby,1.14,Ruby, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Earrings, 2.68 TCW",1746.5,2495.0,14K Gold,Rose,"Multi-Shape Ruby 2.6, Round Diamond 0.08",Earrings,2.68,Multi-Shape Ruby,2.6,Ruby, ,Multi-Shape, Round Diamond,0.08,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Links Earrings, 0.32 TCW",1657.5,3315.0,14K Gold,Yellow,"Round Diamond 0.32,",Earrings,0.32,Round Diamond,0.32,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Splash Sterling Silver Blue Sapphire Square Earrings, 3.56 TCW",836.5,1195.0,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.56,Earrings,3.56,Round Blue Sapphire,3.56,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Blue Sapphire & Diamond Chandelier Earrings, 8.12 TCW",4497.5,8995.0,14K Gold,White,"Multi-Shape Blue Sapphire 7.51, Round Diamond 0.61",Earrings,8.12,Multi-Shape Blue Sapphire,7.51,Sapphire,Blue,Multi-Shape, Round Diamond,0.61,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Rose Gold Tanzanite and Diamond Earrings, 2.19 TCW",2250.0,4500.0,14K Gold,Rose,"Cushion Tanzanite 1.9, Round Diamond 0.29",Earrings,2.19,Cushion Tanzanite,1.9,Tanzanite, ,Cushion, Round Diamond,0.29,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Diamond Huggie Hoop Earrings,0.53 TCW",1497.5,2995.0,14K Gold,Yellow,"Round Diamond 0.53,",Earrings,0.53,Round Diamond,0.53,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K Yellow Gold Diamond and Ruby Snake Ring, 1.50 TCW",5736.5,8195.0,14K Gold,Yellow,"Round Diamond 1.35, Round Black Diamond 0.12, Round Ruby 0.03",Rings,1.5,Round Diamond,1.35,Diamond, ,Round, Round Black Diamond,0.12,Diamond,Black,Round, Round Ruby,0.03,Ruby, ,Round,,,,,,,,,,,,,,,
"Effy Canare 18K Two-Tone Gold Yellow and White Diamond Ring, 0.96 TCW",5036.5,7195.0,18K Gold,Yellow and White,"Round Yellow Diamond 0.96,",Rings,0.96,Round Yellow Diamond,0.96,Diamond,Yellow,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K Yellow Gold Diamond Bezel Set Ring, 0.35 TCW",1190.0,1700.0,14K Gold,Yellow,"Round Diamond 0.35,",Rings,0.35,Round Diamond,0.35,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K White Gold Ruby and Diamond Ring, 2.49 TCW",7696.5,10995.0,14K Gold,White,"Oval Ruby 1.9, Multi-Shape Diamond 0.59,",Rings,2.49,Oval Ruby,1.9,Ruby, ,Oval, Multi-Shape Diamond,0.59,Diamond, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,
"Effy Limited Edition 14K White Gold Ruby and Diamond Ring, 3.59 TCW",6650.0,9500.0,14K Gold,White,"Oval Ruby 1.9, Round Diamond 1.69,",Rings,3.59,Oval Ruby,1.9,Ruby, ,Oval, Round Diamond,1.69,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Malachite and Diamond Ring, 2.46 TCW",1956.5,2795.0,14K Gold,Yellow,"Trillion Malachite 2.1, Round Diamond 0.36",Rings,2.46,Trillion Malachite,2.1,Malachite, ,Trillion, Round Diamond,0.36,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Tropical Leaf Ring, 0.77 TCW",1925.0,2750.0,14K Gold,White,"Round Diamond 0.77,",Rings,0.77,Round Diamond,0.77,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
