Description,Discount_Price,Price,Metal,Metal Color,Stones,Product_Weight
"Effy Gemma 14K White Gold Ruby and Diamond Halo Ring, 0.69 TCW",1155.0,1650.0,14K Gold,White,"Round Ruby 0.57, Round Diamond 0.12,",0.69
"Gemma Emerald and Diamond Ring, 0.73 TCW",1186.5,1695.0,14K Gold,Yellow,"Round Diamond 0.25, Round Emerald 0.48,",0.73
"Effy Canare 14K Two-Tone Gold  Yellow and White Diamond Ring, 2.16 TCW",7350.0,10500.0,14K Gold,Yellow and White,"Round Diamond 2.16,",2.16
Effy Espresso 14K Rose Gold Cognac and White Diamond Band,1326.5,1895.0,14K Gold,Rose,"Round Diamond 0.31,Matching band for Style WZ0P637D26",0.0
"Effy Canare 14K Yellow Gold Yellow Diamond Ring, 0.66 TCW",2695.0,3850.0,14K Gold,Yellow,"Round Diamond 0.66,",0.66
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 1.52 TCW",4515.0,6450.0,14K Gold,Rose,"Diamond 1.5,",1.52
"Effy Brasilica 14K 2-Tone Gold Emerald and Diamond Ring, 1.36 TCW",1715.0,2450.0,14K Gold,Yellow,"Emerald Cut Emerald 0.95, Round Diamond 0.41,",1.36
"Effy Pave Classica 14K Rose Gold Diamond Band Ring, 0.31 TCW",945.0,1350.0,14K Gold,Rose,"Round Diamond 0.31,",0.31
"Effy 14K White Gold Black Diamond Stack Ring, 0.65 TCW",945.0,1350.0,14K Gold,White,"Round Black Diamond 0.65,",0.65
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 1.52 TCW",4025.0,5750.0,14K Gold,Rose,Round Diamond 1.52,1.52
"Effy Watercolors 14K Yellow Gold Multi-Sapphire Diamond Ring, 2.81 TCW",1956.5,2795.0,14K Gold,Yellow,"Oval Multi Sapphire 2.56, Round Diamond 0.25,",2.81
"Effy Bridal 18K White Gold Diamond Solitaire Ring, 1.24 TCW",13296.5,18995.0,18K Gold,White,"Round Diamond 1, Round Diamond 0.24,",1.24
"Effy Pave Classica 14K White Gold Diamond Fashion Ring, 0.43 TCW",1676.5,2395.0,14K Gold,White,Round Diamond 0.43,0.43
"Effy Duo 14K White and Yellow Gold Diamond Crossover Ring, 1.41 TCW",4196.5,5995.0,14K Gold,Yellow and White,"Multi Shape Diamond 1.41,",1.41
"Effy Safari 14k Yellow Gold Black and White Diamond Tiger Ring, 1.85 TCW",5946.5,8495.0,14K Gold,Yellow,"Round Diamond 1.85,",1.85
"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Ring, 0.96 TCW",1536.5,2195.0,14K Gold,Rose,"Trillion Tanzanite 0.76, Round Diamond 0.2,",0.96
"Effy Nature 14K Rose Gold Ruby, Sapphire & Diamond Butterfly Ring, 1.81 TCW",2520.0,3600.0,14K Gold,Rose,"Round Multi Color 1.34, Round Diamond 0.47,",1.81
"Effy Bouquet 14K White Gold Diamond Twist Ring, 0.48 TCW",1886.5,2695.0,14K Gold,White,"Round Diamond 0.48,",0.48
"Effy 925 Lagoon Sterling Silver Blue Topaz Ring, 5.70 TCW",416.5,595.0,Sterling Silver,Sterling Silver,"Blue Topaz 5.7,",5.7
"Effy Novelty 14K Gold Blue, White and Black Diamond Evil Eye Ring, 0.37 TCW",1396.5,1995.0,14K Gold,Rose,"Round Diamond 0.37,",0.37
"Effy Bordeaux 14K Rose Gold Rhodolite Garnet and Diamond Ring, 1.46 TCW",1186.5,1695.0,14K Gold,Rose,"Pear Garnet 1.23, Round Diamond 0.23,",1.46
"Effy Canare 14K Two-Tone Gold  Yellow and White Diamond Ring, .74 TCW",2446.5,3495.0,14K Gold,Yellow and White,"Round Yellow Diamond, Round Diamond ,",0.74
"Effy 14K White Gold Two-of-Us Diamond Ring, 0.59 TCW",2142.5,4285.0,14K Gold,White,"Round Diamond 0.59,",0.59
"Effy Royalty 14K White Gold Blue Sapphire and Diamond Ring, 2.29 TCW",2376.5,3395.0,14K Gold,White,"Oval Blue Sapphire 1.9, Round Diamond 0.39,",2.29
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Channel-Set Ring, 0.66 TCW",1536.5,2195.0,14K Gold,Yellow,"Baguette Emerald 0.46, Round Diamond 0.2,",0.66
"Effy Gemma 14K White and Rose Gold Tanzanite and Diamond Ring, 1.80 TCW",2656.5,3795.0,14K Gold,Rose and White,"Emerald Cut Tanzanite 1.33, Round Diamond 0.47,",1.8
"Effy Watercolors 14K White Gold Multi Sapphire & Diamond Ring, 3.39 TCW",2415.0,3450.0,14K Gold,White,"Multi Shape Multi Sapphire 3.25, Round Diamond 0.14",3.39
"Effy Watercolors 14K White Gold Sapphire & Diamond Ring, 1.46 TCW",1365.0,1950.0,14K Gold,Yellow,"Round Diamond 0.13, Princess Sapphire 1.33,",1.46
"Effy Watercolors 14K Yellow Gold  Multi Sapphire and Diamond Ring, 3.75 TCW",2520.0,3600.0,14K Gold,Yellow,"Diamond 0.24, Multi Shape Multi Sapphire 3.51,",3.75
"Effy 14K Yellow Gold Turquoise Band Ring, 0.70 TCW",665.0,950.0,14K Gold,Yellow,"Round Turquoise 0.7,",0.7
"Effy Pave Rose 14K Rose Gold Diamond Band Ring, 0.34 TCW",1116.5,1595.0,14K Gold,Rose,"Round Diamond 0.34,",0.34
"Effy Pave Classica 14K White Gold Diamond Ring, 0.37 TCW",1295.0,1850.0,14K Gold,White,"Round Diamond 0.37,",0.37
"Effy Royalty 14K Yellow Gold Blue Sapphire and Diamond Ring, 2.29 TCW",2376.5,3395.0,14K Gold,Yellow,"Oval Blue Sapphire 1.9, Round Diamond 0.39,",2.29
"Effy Safari 14K Yellow Gold Diamond Dragon Ring, 1.08 TCW",4616.5,6595.0,14K Gold,Yellow,"Round Diamond 1.08,",1.08
"Effy Bouquet 14K Rose Gold Diamond Cluster Ring, 0.51 TCW",1536.5,2195.0,14K Gold,Rose,"Round Diamond 0.51,",0.51
"Effy Signature 14K White Gold Black Diamond Mini Panther Ring, 0.39 TCW",1186.5,1695.0,14K Gold,White,"Round Black Diamond 0.31, Round Diamond 0.08, Round Tsavorite 0.02",0.39
"Effy 14K Rose and White Gold Diamond Ring, 1.62 TCW",5497.5,10995.0,14K Gold,Rose and White,Round Diamond 1.62,1.62
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 0.48 TCW",1816.5,2595.0,14K Gold,Rose,"Round Diamond 0.48,",0.48
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.69 TCW",1595.0,1595.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.27,",1.69
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.51 TCW",2497.5,4995.0,14K Gold,Yellow,"Round Diamond 0.51,",0.51
"Effy Brasilica 14K 2-Tone Gold Emerald and Diamond Ring, 2.01 TCW",4406.5,6295.0,14K Gold,Yellow and White,"Oval Emerald 1.52, Round Diamond 0.49",2.01
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.39 TCW",2516.5,3595.0,14K Gold,Yellow,"Oval Emerald 1.14, Multi Shape Diamond 0.25",1.39
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.93 TCW",4336.5,6195.0,14K Gold,White,"Emerald Emerald 1.42, Multi Shape Diamond 0.51",1.93
"Effy Bouquet 14K White Gold Diamond Cluster Ring, 2.51 TCW",6996.5,9995.0,14K Gold,White,Multi Shape Diamond 2.51,2.51
"Effy Aurora 14K Yellow Gold Opal and Diamond Ring, 0.62 TCW",696.5,995.0,14K Gold,Yellow,"Round Opal 0.55, Round Diamond 0.07",0.62
"Effy Classique 14K White Gold Diamond Ring, 0.32 TCW",1396.5,1995.0,14K Gold,White,"Multi Shape Diamond 0.32,",0.32
"Effy Bridal 18K Two Tone Gold Diamond Ring, 1.24 TCW",9450.0,13500.0,18K Gold,Rose and Yellow,Round Diamond 1.24,1.24
"Effy 14K Two Tone Gold Diamond Ring, 0.97 TCW",2647.5,5295.0,14K Gold,Yellow and White,Round Diamond 0.97,0.97
"Effy 14K Yellow Gold Diamond and Fresh Water Pearl Ring, 0.09 TCW",805.0,1150.0,14K Gold,Yellow,"Round Diamond 0.09,",0.09
"Effy Ruby Royale 14K White Gold Channel Set Ruby Ring, 0.84 TCW",945.0,1350.0,14K Gold,White,"Round Ruby 0.84,",0.84
"Effy Royale Bleu 18K White Gold Blue Sapphire and Diamond Ring, 4.00 TCW",13576.5,19395.0,18K Gold,White,"Round Blue Sapphire 2.38, Multi Shape Diamond 1.62,",4.0
"Effy Classique 14K White Gold Diamond Ring, 2.07 TCW",5456.5,7795.0,14K Gold,White,Multi Shape Diamond 2.07,2.07
"Effy Classique 14K White Gold Diamond Ring, 1.70 TCW",6016.5,8595.0,14K Gold,White,Multi Shape Diamond 1.7,1.7
"Effy Pave Classica 14K White Gold Diamond Cluster Ring, 1.85 TCW",5456.5,7795.0,14K Gold,White,Round Diamond 1.85,1.85
"Effy Pave Classica 14K White Gold Diamond Bouquet Ring, 1.10 TCW",3125.0,6250.0,14K Gold,White,Round Diamond 1.1,1.1
"Effy Espresso 14K Yellow Gold Cognac and White Diamond Ring, .60 TCW",1256.5,1795.0,14K Gold,Yellow,"Round Diamond, Round Cognac Diamond ,",0.6
"Effy 14K White Gold Diamond Ring, 2.31 TCW",5597.5,11195.0,14K Gold,White,Round Diamond 2.31,2.31
"Effy Watercolors 14K Gold Multi Sapphire, Diamond & Emerald Panther Ring",4896.5,6995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 8.77, Round Diamond 0.41, Marquise Emerald 0.27,",0.0
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 2.46 TCW",2096.5,2995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 2.39, Round Diamond 0.07,",2.46
"Effy 14K Yellow Gold Espresso and White Diamond Ring, 1.21 TCW",2925.0,5850.0,14K Gold,Yellow,Round Diamond 1.21,1.21
"Effy 14K White Gold Diamond Ring, 1.21 TCW",2997.5,5995.0,14K Gold,White,Multi Shape Diamond 1.21,1.21
"Confetti 14K Rose Gold Black, White and Cognac Diamond Ring, 1.36 TCW",4375.0,6250.0,14K Gold,Rose,Round Diamond 1.36,1.36
"Effy Bouquet 14K White Gold Diamond Cluster Ring, 0.47 TCW",995.0,1995.0,14K Gold,White,"Round Diamond 0.47,",0.47
"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 5.42 TCW",9750.0,19500.0,14K Gold,White,"Oval Tanzanite 4.75, Multi Shape Diamond 0.67,",5.42
"Gemma 14K Yellow Gold Emerald, Cognac and White Diamond Ring, 1.90 TCW",2096.5,2995.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Round Diamond 0.48,",1.9
"Effy Gemma 14K Yellow Gold Ruby and Diamond Ring, 1.46 TCW",1396.5,1995.0,14K Gold,Yellow,"Square Ruby 1.33, Round Diamond 0.13,",1.46
"Effy Signature 14K Rose Gold Emerald and Diamond Panther Ring, 5.69 TCW",11997.5,23995.0,14K Gold,Rose,"Oval Emerald 2.52, Round Diamond 3.17,",5.69
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 3.76 TCW",4056.5,5795.0,14K Gold,Rose,"Marquise Ruby 2.99, Round Diamond 0.77,",3.76
"Effy Classique 14K White Gold Diamond Crossover Ring, 1.47 TCW",4406.5,6295.0,14K Gold,White,Multi Shape Diamond 1.47,1.47
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.20 TCW",1046.5,1495.0,14K Gold,Yellow,"Round Diamond 0.2,",0.2
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, .57 TCW",2096.5,2995.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",0.57
"Effy Signature 14K White Gold Diamond & Emerald Panther Ring, 0.95 TCW",3146.5,4495.0,14K Gold,White,"Round Diamond 0.93, Round Emerald 0.02",0.95
"Effy Duo 14K White and Yellow Gold Diamond Ring, 1.09 TCW",3150.0,4500.0,14K Gold,Yellow and White,"Multi Shape Diamond 1.09,",1.09
"Effy Pave Classica 14K White Gold Diamond Ring, 0.83",3115.0,4450.0,14K Gold,White,Round Diamond 0.83,0.0
"Effy Blush 14K Two Tone Gold Morganite and Diamond Ring, 1.60 TCW",2446.5,3495.0,14K Gold,Rose and White,"Cushion Morganite 1.15, Round Diamond 0.45",1.6
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.18 TCW",3006.5,4295.0,14K Gold,White,"Round Tanzanite 1.66, Multi Shape Diamond 0.52",2.18
"Effy Mosaic 14K Yellow Gold Multi Gemstone Ring, 1.90 TCW",556.5,795.0,14K Gold,Yellow,Oval Multi Color 1.9,1.9
"Effy D'Oro 14K Yellow Gold Diamond Maze Ring, 0.79 TCW",3006.5,4295.0,14K Gold,Yellow,"Diamond 0.79,",0.79
"Effy Watercolors 14K White Gold Multi Sapphire and Diamond Ring, 1.69 TCW",2306.5,3295.0,14K Gold,White,"Baguette Multi Sapphire 1.42, Round Diamond 0.27,",1.69
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.16 TCW",2166.5,3095.0,14K Gold,Rose,"Cushion Morganite 1.9, Round Diamond 0.26,",2.16
"Effy 14K Rose Gold Citrine, Cognac and White Diamond Ring, 9.97 TCW",1925.0,2750.0,14K Gold,Rose,"Oval Citrine 9.6, Round Diamond 0.37",9.97
"Effy Gemma 14K Yellow Gold Natural Ruby and Diamond Ring, 1.81 TCW",3146.5,4495.0,14K Gold,Yellow,"Oval Ruby 1.42, Round Diamond 0.39,",1.81
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 3.35 TCW",5036.5,7195.0,14K Gold,White,"Multi Shape Emerald 2.18, Round Diamond 1.17",3.35
"Effy Pave Classica 14K White Gold Bezel Set Diamond Ring, 0.49 TCW",1715.0,2450.0,14K Gold,White,"Round Diamond 0.49,",0.49
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 2.57 TCW",4725.0,6750.0,14K Gold,Rose,"Oval Ruby 1.9, Round Diamond 0.67",2.57
"Effy Bridal 14K White Gold Prong Set Diamond Band, 0.24 TCW",556.5,795.0,14K Gold,White,"Round Diamond 0.24,",0.24
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 4.06",4445.0,6350.0,14K Gold,Rose,"Oval Morganite 3.22, Multi Shape Diamond 0.84",0.0
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 3.33 TCW",2905.0,4150.0,14K Gold,Yellow,"Pear Multi Sapphire 2.99, Round Diamond 0.34,",3.33
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Heart Ring, 2.38 TCW",2625.0,3750.0,14K Gold,White,"Heart Tanzanite 2.14, Round Diamond 0.24,",2.38
"Effy 14K Yellow Gold Black and White Diamond Crossover Ring, 0.72 TCW",2096.5,2995.0,14K Gold,Yellow,"Round Diamond 0.72,",0.72
"Effy 925 Sterling Silver & 18K Gold Cognac Diamond Ring, 0.39 TCW",600.0,1200.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Cognac Diamond 0.39,0.39
"Effy D'Oro 14K Yellow Gold Diamond Ring, 1.74 TCW",6016.5,8595.0,14K Gold,Yellow,"Round Diamond 1.74,",1.74
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 6.33 TCW",3076.5,4395.0,14K Gold,Rose,"Cushion Morganite 6.15, Round Diamond 0.18,",6.33
"Effy Espresso 14K Rose Gold Cognac & White Diamond Ring, 1.08 TCW",3297.5,6595.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",1.08
"Effy Pave Classica 14K Yellow Gold Diamond Band Ring, 0.31 TCW",945.0,1350.0,14K Gold,Yellow,"Round Diamond 0.31,",0.31
"Effy Signature 14K Yellow Gold Diamond & Emerald Panther Ring, 0.92 TCW",3146.5,4495.0,14K Gold,Yellow,"Round Diamond 0.9, Round Emerald 0.02",0.92
"Effy Pave Classica 14K White Gold Diamond Butterfly Ring, 0.23 TCW",925.0,1850.0,14K Gold,White,"Round Diamond 0.23,",0.23
"Effy Royale Bleu 14k White Gold Sapphire and Diamond Band, 0.62 TCW",1225.0,1750.0,14K Gold,White,"Round Blue Sapphire 0.38, Round Diamond 0.24,",0.62
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Ring, 1.91 TCW",2306.5,3295.0,14K Gold,Yellow,"Oval Multi Sapphire 1.59, Round Diamond 0.32,",1.91
"Effy Classique 14K White Gold Diamond Band Ring, 1.55 TCW",4196.5,5995.0,14K Gold,White,"Multi Shape Diamond 1.55,",1.55
"Effy Duo 14K White and Yellow Gold Diamond Crossover Ring, 2.75 TCW",6825.0,9750.0,14K Gold,Yellow and White,"Multi Shape Diamond 2.75,",2.75
"Effy Signature 14K Yellow Gold Diamond and Tsavorite Ring, 0.64 TCW",3216.5,4595.0,14K Gold,Yellow,"Round Diamond 0.62, Round Tsavorite 0.02,",0.64
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.73 TCW",2205.0,3150.0,14K Gold,Yellow,"Multi Shape Diamond 0.73,",0.73
"Effy 14K Rose Gold Diamond Fashion Ring, 0.64 TCW",1625.0,3250.0,14K Gold,Rose,"Round Diamond 0.64,",0.64
"Effy 14K White Gold Black, Espresso and White Diamond Ring, 1.59 TCW",3075.0,6150.0,14K Gold,White,"Round Diamond 1.59,",1.59
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.37 TCW",1295.0,1850.0,14K Gold,Yellow,"Round Diamond 0.37,",0.37
"Effy Pave Classica 14K White Gold Diamond Ring, 1.27 TCW",2875.0,5750.0,14K Gold,White,"Multi Shape Diamond 1.27,",1.27
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 1.95 TCW",2096.5,2995.0,14K Gold,Yellow,"Square Multi Sapphire 1.71, Round Diamond 0.24",1.95
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Ring, 9.65 TCW",1116.5,1595.0,14K Gold,Yellow,"Emerald Cut Onyx 9.6, Round Diamond 0.05,",9.65
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 1.35 TCW",976.5,1395.0,14K Gold,White,"Cushion Aquamarine 1.29, Round Diamond 0.06,",1.35
"Effy D'Oro 14K Yellow Gold Diamond Clusters Ring, 0.82 TCW",2747.5,5495.0,14K Gold,Yellow,Round Diamond 0.82,0.82
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 1.64 TCW",6086.5,8695.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",1.64
"Effy Bouquet 14K White Gold Diamond Ring, 2.21 TCW",6550.0,13100.0,14K Gold,White,"Multi Shape Diamond 2.21,",2.21
"Effy 14K White Gold Black and White Diamond Ring, 0.35 TCW",2026.5,2895.0,14K Gold,White,Round Diamond 0.35,0.35
"Effy Brasilica 14K 2-Tone Gold Emerald and Diamond Ring, 2.17 TCW",4826.5,6895.0,14K Gold,Yellow and White,"Emerald Cut Emerald 1.42, Round Diamond 0.75,",2.17
"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 1.75 TCW",1697.5,3395.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.23,",1.75
"Effy 14K White Gold Black and White Diamond Ring, 0.74 TCW",3325.0,4750.0,14K Gold,White,"Round Black Diamond, Round Diamond ,",0.74
"Effy Kidz 14K Yellow Gold Diamond Anchor Ring, 0.01 TCW",262.5,375.0,14K Gold,Yellow,"Round Diamond 0.01,",0.01
"Effy 14K White Gold Alexandrite and Diamond Ring, 1.22 TCW",4616.5,6595.0,14K Gold,White,"Oval Alexandrite 1, Round Diamond 0.22,",1.22
"Effy Bouquet 14K White Gold Diamond Cluster Ring, 0.63 TCW",2205.0,3150.0,14K Gold,White,"Round Diamond 0.63,",0.63
"Effy 18K White Gold Diamond Pave Ring, 1.63 TCW",6997.5,13995.0,18K Gold,White,Round Diamond 1.63,1.63
"Effy 14K White Gold Black and White Diamond Ring, 1.22 TCW",4165.0,5950.0,14K Gold,White,Round Diamond 1.22,1.22
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 3.63 TCW",2096.5,2995.0,14K Gold,Yellow,"Emerald Cut Multi Sapphire 3.47, Round Diamond 0.16",3.63
"Effy Pave Classica 14K White Gold Diamond Heart Ring, 0.39 TCW",1575.0,2250.0,14K Gold,White,"Round Diamond 0.39,",0.39
"Effy Watercolors 14K Gold Multi Sapphire & Diamond Starfish Ring, 1.57 TCW",1647.5,3295.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 1.32, Round Diamond 0.25,",1.57
"Effy Royale Bleu 14K White Gold Blue Sapphire and Diamond Ring, 0.39 TCW",1116.5,1595.0,14K Gold,White,"Round Blue Sapphire 0.3, Round Diamond 0.09,",0.39
"Effy Trio 14K Tri Color Gold Diamond Flower Ring, 1.14 TCW",3570.0,5100.0,14K Gold,Three Tone,Round Diamond 1.14,1.14
"Effy Tanzanite Royale 14K Two Tone Gold Tanzanite & Diamond Ring, 2.16",3916.5,5595.0,14K Gold,Yellow and White,"Oval Tanzanite 1.71, Round Diamond 0.45",0.0
"Effy Pave Classica 14K White Gold Diamond Ring, 1.12 TCW",4616.5,6595.0,14K Gold,White,Round Diamond 1.12,1.12
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 2.16 TCW",7350.0,10500.0,14K Gold,White,"Round Diamond 1.19, Round Blue Diamond 0.97",2.16
"Effy Bridal 14K White Gold Diamond Ring and Matching Band Set, 1.31 TCW",5897.5,11795.0,14K Gold,White,"Multi Shape Diamond 1.31,",1.31
"Effy Ruby Royale 14K Rose Gold Ruby & Diamond Heart Ring, 1.42 TCW",2446.5,3495.0,14K Gold,Rose,"Heart Ruby 1.04, Round Diamond 0.38,",1.42
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 2.98 TCW",3076.5,4395.0,14K Gold,Yellow,"Emerald Cut Multi Sapphire 2.54, Round Diamond 0.44",2.98
"Effy Royale Bleu 14K 2-Tone Gold Sapphire and Diamond Rope Ring, 2.39 TCW",4896.5,6995.0,14K Gold,Yellow and White,"Round Blue Sapphire 1.7, Round Diamond 0.69,",2.39
"Effy Signature 14K Yellow Gold Emerald and Diamond Ring, 2.55 TCW",4795.0,6850.0,14K Gold,Yellow,"Emerald Cut Emerald 1.45, Round Diamond 1.1",2.55
"Effy Signature 14K Rose Gold Diamond Panther Ring, 1.54 TCW",4756.5,6795.0,14K Gold,Rose,Multi Shape Diamond 1.54,1.54
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 0.78 TCW",735.0,1050.0,14K Gold,White,"Round Aquamarine 0.71, Round Diamond 0.07,",0.78
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.25 TCW",3216.5,4595.0,14K Gold,Yellow,"Oval Emerald 1.86, Round Diamond 0.39",2.25
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.43 TCW",2026.5,2895.0,14K Gold,White,"Pear Tanzanite 0.95, Round Diamond 0.48,",1.43
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 4.30 TCW",8396.5,11995.0,14K Gold,White,"Emerald Cut Tanzanite 3.79, Round Diamond 0.51",4.3
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 2.04 TCW",3115.0,4450.0,14K Gold,White,"Baguette Blue Sapphire 1.45, Round Diamond 0.59",2.04
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 4.97 TCW",9096.5,12995.0,14K Gold,White,"Emerald Cut Tanzanite 4.75, Round Diamond 0.22",4.97
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.10 TCW",3076.5,4395.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.58",2.1
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 3.68 TCW",6786.5,9695.0,14K Gold,White,"Cushion Tanzanite 2.95, Round Diamond 0.73",3.68
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Teardrop Ring, 6.49 TCW",1116.5,1595.0,14K Gold,Yellow,"Pear Onyx 6.3, Round Diamond 0.19,",6.49
"Effy Ocean Bleu 14K White Gold Blue Topaz and Diamond Ring, 3.43 TCW",1676.5,2395.0,14K Gold,White,"Multi Shape Blue Topaz 3.15, Round Diamond 0.28",3.43
"Effy Bouquet 14K Yellow Gold Diamond Ring and Band Set, 1.48 TCW",3195.0,5500.0,14K Gold,Yellow,"Round Diamond 1.48,",1.48
"Effy 14K White Gold Black and White Diamond Ring, 0.49 TCW",1536.5,2195.0,14K Gold,White,"Round Diamond 0.49,",0.49
"Effy Limited Edition 14K White Gold Diamond Art Deco Ring, 1.34 TCW",3850.0,7700.0,14K Gold,White,Multi Shape Diamond 1.34,1.34
"Effy Gemma 14K Rose Gold Tanzanite and Diamond Ring, 2.64 TCW",3347.5,6695.0,14K Gold,Rose,"Cushion Tanzanite 2.28, Round Diamond 0.36,",2.64
"Effy Signature 14K Gold Black & White Diamond Double Panther Ring, 1.49 TCW",3395.0,4850.0,14K Gold,White,"Round Diamond 1.45, Round Emerald 0.04,",1.49
"Watercolors Multi Gemstone & Diamond Ring, 3.74 TCW",2097.5,4195.0,14K Gold,Yellow,"Multi Shape Multi Color 3.62, Round Diamond 0.12,",3.74
"Effy Pave Classica 14K White Gold Diamond Band Ring, 0.34 TCW",1116.5,1595.0,14K Gold,White,"Round Diamond 0.34,",0.34
"Effy Signature 14K White Gold Blue and White Diamond Panther Ring, 1.48 TCW",3636.5,5195.0,14K Gold,White,"Round Diamond 1.48,",1.48
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 0.56 TCW",2306.5,3295.0,14K Gold,White,"Round Diamond 0.56,",0.56
"Effy 925 Sterling Silver & 18K Gold Blue Topaz and Peridot Ring, 1.95 TCW",315.0,450.0,Sterling Silver,Sterling Silver,"Pear Blue Topaz 1.95, Oval Peridot ,",1.95
Effy 925 Classic Sterling Silver and 18K Yellow Gold Ring,455.0,650.0,Sterling Silver & 18K Gold,Yellow,No Stones,0.0
"Effy Novelty 14K White Gold Sapphire and Diamond Whale Tails Ring, 0.18 TCW",836.5,1195.0,14K Gold,White,"Round Blue Sapphire 0.12, Round Diamond 0.06,",0.18
"Effy Duo 14K White and Yellow Gold Diamond Ring, 0.41 TCW",1997.5,3995.0,14K Gold,Yellow and White,Round Diamond 0.41,0.41
"Effy D'Oro 14K Yellow Gold Diamond Braid Ring, 1.33 TCW",2857.5,5715.0,14K Gold,Yellow,"Round Diamond 1.33,",1.33
"Effy Canare 14K Two-Tone Gold  Yellow and White Diamond Ring, 0.44 TCW",2516.5,3595.0,14K Gold,Yellow and White,"Round Diamond 0.44,",0.44
"Effy Bouquet 14K White Gold Diamond Filigree Ring, 0.70 TCW",2697.5,5395.0,14K Gold,White,Round Diamond 0.7,0.7
"Effy Duo 14K 2 Tone Gold Diamond Crossover Ring, 0.77 TCW",2796.5,3995.0,14K Gold,Yellow and White,"Round Diamond 0.77,",0.77
